#,id,canonical_key,kind,condition_norm,then_norm,else_norm,has_else,occurrences,min_complexity,max_complexity,avg_complexity
74,74,1bab44c1bd91056b09eba9bda06c647992bbde8315951b82a677dd62ce0ce01b,IF,Z1 = EH1,PERFORM GOOD,PERFORM BAD,TRUE,3,1,1,1
75,75,014adab8b4031943260106130777c7f2e27f16809371ff97a616e5617b5287c1,IF,SLASH-COUNTER NOT = FIVE,MOVE HTTP-INVALID-URI TO HTTP-400-TEXT PERFORM 9400-STATUS-400 THRU 9400-EXIT PERFORM 9000-RETURN THRU 9000-EXIT,,FALSE,1,3,3,3
76,76,e0b439bef2604ae54be16081fbd0def7e16e79d1f4c23a854b3dc59571050cc9,IF,HUMAN-PLAYER,MOVE <S> TO WS-PLAYER,MOVE <S> TO WS-PLAYER,TRUE,1,1,1,1
77,77,a265793b511b3045e274615851bf6153b14a98901241ec241d631e17eef7404a,IF,Z3 = F1,PERFORM G,PERFORM B,TRUE,6,1,1,1
78,78,6b29f9b90f80a6d2478fd435d04539b9aa07f60b3bd06bb49944906cd1512b69,IF,FILES-OK,PERFORM 2200-IDENTIFY-CARD-TYPE,,FALSE,1,1,1,1
79,79,f220035216ad06df44c19b0f7ef3b267153ccd5f354924ad1dfc4052c5543cc3,IF,IDX-ROUND-WINNER = <N>,ADD PRIZE-CARD TO PLAYER3-POINTS,DISPLAY <S> IDX-ROUND-WINNER,TRUE,1,1,1,1
80,80,4c79bb39cff485b8459b14bcc973e47e4913d8c290953c5d65e083500142a528,IF,BLANK-PARAM,SUBTRACT <N> FROM NUM-PARAMS,IF REST-PARAMETER THEN ADD <N> TO PARAM,TRUE,1,1,1,1
81,81,07667fe9877b01637a8b10299e50f7df0f115614491e9cde06b62a3c379cefe9,IF,NOT MOVE-COMPLETE AND WS-MOVES = <N>,MOVE <S> TO WS-MOVE-OUTCOME,,FALSE,1,2,2,2
82,82,6f376e20f5850c54de505b7277758286068a6f2495223e547500830679ff2eca,IF,G3 = P1,PERFORM G,PERFORM B,TRUE,6,1,1,1
83,83,8c439893d4d44af17152139c18f969b5ac9a19673214a92d143d7c3bdccacba8,IF,ASCII-DC4,MOVE <N> TO CHAR-CODE,IF ASCII-NAK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SYN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-ETB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CAN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SUB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-ESC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-FS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-GS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-US THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SPC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EXC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DBQT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PND THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DLR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PCNT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AMP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SGQT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LPRN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RPRN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-STAR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PLUS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-COMA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DASH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DOT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SLSH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM0 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM1 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM2 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM3 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM4 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM5 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM6 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM7 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM8 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM9 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-COLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SCLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LESS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EQL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-GRTR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-QUES THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKSL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CRT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-UNDS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKTK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PIPE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-TLDE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DEL THEN MOVE <N> TO CHAR-CODE ELSE MOVE COBOL-STRING TO CHAR-CODE,TRUE,1,37,37,37
84,84,02872cd0a5996cedb603254bdb34d5ea00f73feae5dfa14ca1c9a811c6166210,IF,ZIPL = <N>,GO TO NOZIP,,FALSE,1,1,1,1
85,85,a9e9fde8f8cc672db581085630260dca76c8dfe3216452127657f504bf83d79b,EVALUATE,XFER-TO-TYPE-CODE = <S>,MOVE XFER-TO-CHK-DETAIL-ITEMS TO TXN-ITEM-NUM,,FALSE,1,1,1,1
86,86,56710f067e51fab81b6ba63ba3077e8cd57007bfe42139758cd77654028e16a5,IF,TRK-AKK NOT = TRKNR,GO TO SKRIV-HEADING,,FALSE,1,2,2,2
87,87,2de777258429d39c63a4f4c9bd48a99bdab0f956ff0293085231ce9adeec6c17,IF,NODE1 = <S>,ADD <N> TO RESULT,PERFORM VARYING I FROM <N> BY <N> UNTIL I > N IF V1 = NODE1 THEN MOVE V2 TO NODE2 MOVE <N> TO VISITED IF FUNCTION ORD > FUNCTION ORD THEN PERFORM VARYING J FROM <N> BY <N> UNTIL J > LEN IF Q-V = NODE2 THEN MOVE <N> TO VISITED END-IF END-PERFORM END-IF IF VISITED = <N> THEN ADD <N> TO Q2 COMPUTE Q-LEN = LEN + <N> PERFORM VARYING J FROM <N> BY <N> UNTIL J > LEN MOVE Q-V TO Q-V END-PERFORM MOVE NODE2 TO Q-V END-IF END-IF END-PERFORM,TRUE,1,4,4,4
88,88,8caf56b3f34af5b16974605939f87f33084ad2f5bdb7c516bf3dabf71e30e0e1,IF,ASCII-LETO,MOVE <N> TO CHAR-CODE,IF ASCII-LETP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKSL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CRT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-UNDS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKTK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PIPE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-TLDE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DEL THEN MOVE <N> TO CHAR-CODE ELSE MOVE COBOL-STRING TO CHAR-CODE,TRUE,1,17,17,17
89,89,2964dafbc1a88d201525c5bf4652847d694c6de56db24016f45f170736eb1af9,IF,ASCII-SPC,MOVE <N> TO CHAR-CODE,IF ASCII-EXC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DBQT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PND THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DLR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PCNT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AMP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SGQT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LPRN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RPRN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-STAR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PLUS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-COMA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DASH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DOT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SLSH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM0 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM1 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM2 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM3 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM4 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM5 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM6 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM7 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM8 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-NUM9 THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-COLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-SCLN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LESS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-EQL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-GRTR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-QUES THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-AT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LETZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKSL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RSQB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-CRT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-UNDS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-BKTK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWA THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWC THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWD THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWF THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWG THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWH THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWI THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWJ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWK THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWL THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWM THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWN THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWO THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWP THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWQ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWR THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWS THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWT THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWU THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWV THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWW THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWX THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWY THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LOWZ THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-LCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-PIPE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-RCRB THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-TLDE THEN MOVE <N> TO CHAR-CODE ELSE IF ASCII-DEL THEN MOVE <N> TO CHAR-CODE ELSE MOVE COBOL-STRING TO CHAR-CODE,TRUE,1,33,33,33
90,90,1183d2356fa79c064eb7878af6a3434c8bfad4cead163237f3d9d861961d19cb,IF,H1 = DD1,PERFORM GOOD,PERFORM BAD,TRUE,3,1,1,1
91,91,13d11013dcffdde3c02c1870da7ecf2d0e00702f50d0349b7700ebe554d8887c,IF,SCR-FST-STATE-COBOL-NAME = <SPACE>,CONTINUE,,FALSE,1,1,1,1
92,92,2854c55c54e4dd4cbd937094f2a7e55b0e8b164962fd2f087355e5caa7319c13,EVALUATE,ENP4OPTO = <S>,MOVE <S> TO CA-REQUEST-ID MOVE ENP4CNOO TO CA-CUSTOMER-NUM MOVE ENP4PNOO TO CA-POLICY-NUM EXEC_BLOCK_STUB IF CA-RETURN-CODE > <N> EXEC_BLOCK_STUB GO TO NO-DELETE END-IF MOVE <SPACE> TO ENP4EDAI MOVE <SPACE> TO ENP4ADDI MOVE <SPACE> TO ENP4HPCI MOVE <SPACE> TO ENP4LATI MOVE <SPACE> TO ENP4LONI MOVE <SPACE> TO ENP4CUSI MOVE <SPACE> TO ENP4PTYI MOVE <SPACE> TO ENP4FPEI MOVE <SPACE> TO ENP4FPRI MOVE <SPACE> TO ENP4CPEI MOVE <SPACE> TO ENP4CPRI MOVE <SPACE> TO ENP4XPEI MOVE <SPACE> TO ENP4XPRI MOVE <SPACE> TO ENP4WPEI MOVE <SPACE> TO ENP4WPRI MOVE <SPACE> TO ENP4STAI MOVE <SPACE> TO ENP4REJI MOVE <S> TO ENP4OPTI MOVE <S> TO ERP4FLDO EXEC_BLOCK_STUB GO TO ENDIT-STARTIT,,FALSE,1,9,9,9
93,93,e3d4295c65ba709a0b09c585638d6fd04a5362a43a4d07bef5a7a6a7f383603c,IF,INPUT-RESULT IS NOT = <SPACE> AND LOW-VALUE,MOVE INPUT-RESULT TO ISCANCELLED,,FALSE,1,3,3,3
94,94,0cf81c333310100def772caa382f59db798eea7a55aa35431ccd546cb7ef646e,IF,( FC-TMP-USER-ID = WN-USER-ID AND FC-TMP-COURSE-ID = WN-COURSE-ID AND FC-TMP-PROGRAM-ID = WN-USER-PROGRAM ),MOVE FC-TMP-USER-GRADE-ID TO WN-GRADE-GRADE-ID MOVE FC-TMP-USER-GRADE TO WC-GRADE-GRADE MOVE FC-TMP-USER-GRADE-COMMENT TO WC-GRADE-COMMENT SET VALUE-IS-FOUND TO TRUE,MOVE <ZERO> TO WN-GRADE-GRADE-ID MOVE WC-NO-SQLVALUE-TO-PHP TO WC-GRADE-GRADE MOVE WC-NO-SQLVALUE-TO-PHP TO WC-GRADE-COMMENT,TRUE,1,5,5,5
95,95,1d7b32aac60bee94e5c715ee90b8d0d00c0c4249874a71aaa007c982f3b68424,IF,MESSAGEOUT = <S> AND PREVS = <S>,MOVE <S> TO NEXTS MOVE <S> TO PREVS MOVE <S> TO STARTO MOVE INANDOUTS TO DFHCOMMAREA EXEC_BLOCK_STUB,,FALSE,1,3,3,3
96,96,59e4f52dbaa93f2a0cad1a541a04e4d7f9e65459499d94d14828842ccf442a67,IF,SCR-FDEF-SCREEN-NAME = WS-SCREEN-NAME,MOVE SCR-FDEF-NO TO LS-ITEM-NAME INITIALIZE LS-ITEM-DESCRIPTION,,FALSE,1,1,1,1
97,97,2085ea51016c9d89d73a37642a25bc24d27e44668e1c4d7f27f38810d2219d53,IF,Z3 = EB1,PERFORM GOOD,PERFORM BAD,TRUE,2,1,1,1
98,98,8ac81b2a89b8ff845821272397beafeef1c60b9224bfac032ab229b6af8d60a4,IF,ZK-SEGMENTS = <S>,MOVE ONE TO ZF-SEGMENT,,FALSE,2,1,1,1
99,99,5049dae0d099e1cf711ceb04125032aa2feb943a98779daa4fb4ce902b0d1dd1,IF,SERRORCODE NOT = <N>,MOVE <N> TO SRETURNERRORTOCLIENT,,FALSE,6,2,2,2
100,100,ae1dc5894da6688b5cdbaf05ff27cef53001bee12da6e0f5271a3a7f12f03040,IF,WRK-OPCAO NOT = <S>,DISPLAY <S>,,FALSE,7,2,2,2
101,101,244a8df79aa78221f3b2e28df2d9496303728c1deb965a8c65f8cabbef4e996c,IF,CA-MAKE-SELECTED = <S>,EXEC_BLOCK_STUB PERFORM UNTIL SQLCODE NOT = <N> OR TEMP-INDEX > <N> EXEC_BLOCK_STUB IF TEMP-MAKE NOT = <S> AND SQLCODE = <N> MOVE TEMP-MAKE TO CA-MAKE END-IF COMPUTE TEMP-INDEX = TEMP-INDEX + <N> END-PERFORM IF SQLCODE NOT = <N> AND SQLCODE NOT = <N> MOVE <S> TO CA-MAKE-OUTPUT END-IF EXEC_BLOCK_STUB,EXEC_BLOCK_STUB PERFORM UNTIL SQLCODE NOT = <N> OR TEMP-INDEX > <N> EXEC_BLOCK_STUB IF TEMP-MODEL NOT = <S> AND SQLCODE = <N> MOVE TEMP-MODEL TO CA-MODEL END-IF COMPUTE TEMP-INDEX = TEMP-INDEX + <N> END-PERFORM IF SQLCODE NOT = <N> AND SQLCODE NOT = <N> MOVE <S> TO CA-MODEL-OUTPUT END-IF EXEC_BLOCK_STUB,TRUE,1,5,5,5
102,102,8f06f71fecc190161d9228f63659298d6f6751b6f801fc19567dd9a172f0d5b9,IF,REC-LEN = <N>,PERFORM 005-READ-PAIR,IF REC-LEN > <N> THEN PERFORM 004-READ-TEMPLATE END-IF,TRUE,1,1,1,1
103,103,561991137dc85eddc454732c09214feaa3e06cddc19cec3dea2a56672f67a199,IF,Z3 = EH1,PERFORM G,PERFORM B,TRUE,6,1,1,1
104,104,15a6ddd1990a39d3e27eb0258f39a9f8b376e6433c9177f47080909ca62493b1,IF,P3 = F1,PERFORM GOOD,PERFORM BAD,TRUE,2,1,1,1
105,105,1f10f613f8eff5f5aee72ab0d385b6f480cea52dc58c31c623fed1727d558f75,IF,W-ARR > W-ARR,MOVE W-J TO W-MIN,,FALSE,1,1,1,1
106,106,4630a7198ee50031cb2eea7a2d977b8d2849f3b0e08522cf2d471d15c2ceef87,IF,ED3 = Q1,PERFORM GOOD,PERFORM BAD,TRUE,2,1,1,1
